dataset,cell_id_1,cell_id_2,No_of_cells,1_in_col_1,1_in_col_2,1_in_col_3,1_in_col_4,1_in_col_5,1_in_col_6,1_in_col_7,1_in_col_8,1_in_col_9,1_in_col_10,2_in_col_1,2_in_col_2,2_in_col_3,2_in_col_4,2_in_col_5,2_in_col_6,2_in_col_7,2_in_col_8,2_in_col_9,2_in_col_10,0_in_col_1,0_in_col_2,0_in_col_3,0_in_col_4,0_in_col_5,0_in_col_6,0_in_col_7,0_in_col_8,0_in_col_9,0_in_col_10,max 1 in a col,min 1 in a col,max 2 in a col,min 2 in a col,max 0 in a col,min 0 in a col,entropy_in_col_1,entropy_in_col_2,entropy_in_col_3,entropy_in_col_4,entropy_in_col_5,entropy_in_col_6,entropy_in_col_7,entropy_in_col_8,entropy_in_col_9,entropy_in_col_10,avg_entropy_per_col,Unique_Code_In_A_Row,percent_uniq_barcode,max 1 in a row,min 1 in a row,max 2 in a row,min 2 in a row,max 0 in a row,min 0 in a row,avg no 1 in a row,avg no 2 in a row,avg no 0 in a row,avg no 0 and 2 in a row,bit1_cell1,bit2_cell1,bit3_cell1,bit4_cell1,bit5_cell1,bit6_cell1,bit7_cell1,bit8_cell1,bit9_cell1,bit10_cell1,no_1_row_cell1,no_2_row_cell1,no_0_row_cell1,no_0+2_row_cell1,entropy_row_cell1,bit1_cell2,bit2_cell2,bit3_cell2,bit4_cell2,bit5_cell2,bit6_cell2,bit7_cell2,bit8_cell2,bit9_cell2,bit10_cell2,no_1_row_cell2,no_2_row_cell2,no_0_row_cell2,no_0+2_row_cell2,entropy_row_cell2,level
2,2,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,2,2,1,2,0,0,1,5,3,2,5,1.48547529722733,,,,,,,,,,,,,,,,3
2,3,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,2,2,1,2,0,0,1,5,3,2,5,1.48547529722733,,,,,,,,,,,,,,,,3
2,4,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,2,2,1,2,0,0,1,5,3,2,5,1.48547529722733,,,,,,,,,,,,,,,,3
2,5,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,0,2,0,0,0,0,0,1,3,1,6,7,1.29546184423832,,,,,,,,,,,,,,,,4
2,6,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,2,1,0,0,0,1,2,0,0,1,3,2,5,7,1.48547529722733,,,,,,,,,,,,,,,,4
2,7,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,1,1,1,1,0,2,1,8,1,1,2,0.921928094887362,,,,,,,,,,,,,,,,4
2,8,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,1,1,1,1,0,2,1,8,1,1,2,0.921928094887362,,,,,,,,,,,,,,,,4
2,9,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,1,1,1,1,1,2,1,9,1,0,1,0.468995593589281,,,,,,,,,,,,,,,,4
2,10,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,1,1,1,1,1,2,1,9,1,0,1,0.468995593589281,,,,,,,,,,,,,,,,4
2,11,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,1,1,1,1,1,2,1,9,1,0,1,0.468995593589281,,,,,,,,,,,,,,,,4
2,12,,12,0.916666667,1.0,0.833333333,0.5,0.5,0.916666667,0.5,0.333333333,0.0,1.0,0.083333333,0.0,0.0,0.416666667,0.333333333,0.0,0.416666667,0.0,0.5,0.0,0.0,0.0,0.166666667,0.083333333,0.166666667,0.083333333,0.083333333,0.666666667,0.5,0.0,12,0,6,0,8,0,0.124571285,0.0,0.195676247,0.398868119,0.439247291,0.124571285,0.398868119,0.276434591,0.301029996,0.0,0.2259266933,4,0.333333333333333,9,3,3,1,6,0,0.65,0.175,0.175,3.5,1,1,1,1,1,1,1,1,2,1,9,1,0,1,0.468995593589281,,,,,,,,,,,,,,,,4
3,1,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,2,1,2,0,2,1,1,2,2,1,4,5,1,6,1.36096404744368,,,,,,,,,,,,,,,,3
3,2,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,2,1,2,0,2,1,2,2,2,1,3,6,1,7,1.29546184423832,,,,,,,,,,,,,,,,3
3,3,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,2,1,1,0,1,0,0,0,2,1,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,3
3,4,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,2,1,1,0,1,0,0,0,2,1,4,2,4,6,1.52192809488736,,,,,,,,,,,,,,,,3
3,9,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,0,1,1,1,1,1,1,2,2,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,3
3,10,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,1,1,1,1,1,1,1,2,2,1,8,2,0,2,0.721928094887362,,,,,,,,,,,,,,,,3
3,5,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,1,1,1,0,1,1,2,2,2,1,6,3,1,4,1.29546184423832,,,,,,,,,,,,,,,,4
3,6,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,1,1,1,0,1,1,2,2,2,1,6,3,1,4,1.29546184423832,,,,,,,,,,,,,,,,4
3,7,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,1,1,1,0,1,1,1,2,2,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,4
3,8,,10,0.5,1.0,0.8,0.2,0.8,0.8,0.5,0.0,0.0,1.0,0.4,0.0,0.2,0.0,0.2,0.0,0.3,0.8,1.0,0.0,0.1,0.0,0.0,0.8,0.0,0.2,0.2,0.2,0.0,0.0,10,0,10,0,8,0,0.409691001,0.0,0.217322011,0.217322011,0.217322011,0.217322011,0.447172622,0.217322011,0.0,0.0,0.1943473678,6,0.6,8,3,6,2,4,0,0.56,0.29,0.15,4.4,1,1,1,0,1,1,1,2,2,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,4
4,1,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,2,1,0,2,1,1,1,2,2,1,5,4,1,5,1.36096404744368,,,,,,,,,,,,,,,,3
4,2,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,2,1,0,2,1,1,1,2,2,1,5,4,1,5,1.36096404744368,,,,,,,,,,,,,,,,3
4,3,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,2,1,0,2,0,1,0,2,2,1,3,4,3,7,1.57095059445467,,,,,,,,,,,,,,,,3
4,4,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,2,1,0,2,0,1,0,2,2,1,3,4,3,7,1.57095059445467,,,,,,,,,,,,,,,,3
4,13,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,0,2,1,0,0,1,2,2,0,1,3,3,4,7,1.57095059445467,,,,,,,,,,,,,,,,3
4,14,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,0,2,1,0,0,1,2,2,0,1,3,3,4,7,1.57095059445467,,,,,,,,,,,,,,,,3
4,9,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,1,1,1,2,0,1,1,1,2,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,4
4,10,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,1,1,1,2,0,1,1,1,2,1,7,2,1,3,1.15677964944704,,,,,,,,,,,,,,,,4
4,11,,10,0.4,0.8,0.6,0.0,0.2,1.0,0.5,0.2,0.0,1.0,0.4,0.2,0.0,0.8,0.0,0.0,0.2,0.6,0.8,0.0,0.2,0.0,0.4,0.2,0.8,0.0,0.3,0.2,0.2,0.0,10,0,8,0,8,0,0.458146008,0.217322011,0.292285253,0.217322011,0.217322011,0.0,0.447172622,0.412697252,0.217322011,0.0,0.2479589179,4,0.4,7,3,4,2,4,1,0.47,0.3,0.23,5.3,1,1,1,2,0,1,0,0,2,1,5,2,3,5,1.48547529722733,,,,,,,,,,,,,,,,4
