,Node Name,Level,Type
103,53_1111111111,2,I
104,59_1111111111,2,I
105,75_1111111011,2,I
106,82_1111111111,2,I
107,49_2111111111,3,I
108,52_1111111211,3,I
109,55_1112111111,3,I
110,58_2100101021,3,I
111,67_2111111011,3,I
112,74_1111111011,3,I
113,78_1111111111,3,I
114,81_2112111001,3,I
115,47_2111111111,4,I
116,48_2101111011,4,I
117,50_2112111221,4,I
118,51_1111001211,4,I
119,54_1112111111,4,I
120,12_2112101000,4,L
121,56_2000100021,4,I
122,57_2100101021,4,I
123,63_2111101011,4,I
124,66_2111111011,4,I
125,70_1111111011,4,I
126,73_1111111011,4,I
127,76_1112111111,4,I
128,77_1111101111,4,I
129,79_2112111001,4,I
130,80_2112111001,4,I
131,1_2110101001,5,L
132,2_2112111221,5,L
133,3_2100101000,5,L
134,4_2102110021,5,L
135,5_2112111221,5,L
136,6_2112111221,5,L
137,7_1111001211,5,L
138,8_1111001211,5,L
139,9_2112111211,5,L
140,10_0112210011,5,L
141,13_2000100021,5,L
142,14_2000100021,5,L
143,15_2100101021,5,L
144,16_2100101021,5,L
145,61_2111101021,5,I
146,62_2111101011,5,I
147,64_2111101021,5,I
148,65_2111111001,5,I
149,68_1111001010,5,I
150,69_1112111011,5,I
151,71_1111101021,5,I
152,72_1112211011,5,I
153,33_1122111121,5,L
154,34_1112011201,5,L
155,35_1111201221,5,L
156,36_2101101000,5,L
157,43_2112111001,5,L
158,44_2112111001,5,L
159,45_2112111001,5,L
160,46_2112111000,5,L
161,17_2111101021,6,L
162,18_2111101021,6,L
163,19_2111101011,6,L
164,20_2111101011,6,L
165,21_2111101021,6,L
166,22_2110101021,6,L
167,23_2111101001,6,L
168,24_2112111001,6,L
169,25_1101001020,6,L
170,26_1111001000,6,L
171,27_2102111000,6,L
172,28_1112011011,6,L
173,29_1111101021,6,L
174,30_2100101021,6,L
175,31_1112211011,6,L
176,32_1112211011,6,L
177,41_1111111111,0,I
178,37_1111111211,1,I
179,40_2110101011,1,I
180,29_1111111221,2,I
181,36_1111111211,2,I
182,38_2110101021,2,I
183,39_2100101000,2,I
184,25_1110001221,3,I
185,28_2111111221,3,I
186,32_2111111201,3,I
187,35_1112111221,3,I
188,15_2110101021,3,L
189,16_2110101021,3,L
190,17_2100101000,3,L
191,24_2100101000,3,L
192,1_1110001221,4,L
193,2_1110001221,4,L
194,26_2110101221,4,I
195,27_2112111221,4,I
196,30_2111101201,4,I
197,31_2112111201,4,I
198,33_2112111221,4,I
199,34_1112111221,4,I
200,3_2110101221,5,L
201,4_2120101221,5,L
202,5_2112111221,5,L
203,6_2112111221,5,L
204,7_2111101201,5,L
205,8_2111101201,5,L
206,9_2112111201,5,L
207,10_2112111201,5,L
208,11_2112111221,5,L
209,12_2112111221,5,L
210,13_1112111221,5,L
211,14_2112111221,5,L
212,30_1111111111,0,I
213,22_1101111000,1,I
214,29_2110101101,1,I
215,18_1100011000,2,I
216,21_1101111000,2,I
217,25_2110101101,2,I
218,28_2020100101,2,I
219,2_1100001000,3,L
220,17_1100011000,3,I
221,19_1101111000,3,I
222,20_1100101000,3,I
223,23_2120101101,3,I
224,24_2110101100,3,I
225,26_2020100101,3,I
226,27_2020100101,3,I
227,3_1100010000,4,L
228,4_1100001000,4,L
229,5_1102111000,4,L
230,6_2100111000,4,L
231,7_1100101000,4,L
232,8_1100001000,4,L
233,9_2120100100,4,L
234,10_2220102101,4,L
235,11_2220102200,4,L
236,12_2100101000,4,L
237,13_2020100101,4,L
238,14_2020100101,4,L
239,15_2020100101,4,L
240,16_2020100101,4,L
241,20_1111111111,0,I
242,17_2110101111,1,I
243,19_2101111000,1,I
244,13_2120101121,2,I
245,16_2110101210,2,I
246,18_2101111000,2,I
247,12_2100101000,2,L
248,1_2120101121,3,L
249,2_2120101121,3,L
250,14_2110101210,3,I
251,15_2100101200,3,I
252,9_2100101000,3,L
253,10_2102111000,3,L
254,5_2110101210,4,L
255,6_2100101210,4,L
256,7_2100101200,4,L
257,8_2100101200,4,L
258,13_1111111111,0,I
259,9_2111111021,1,I
260,12_2112111000,1,I
261,1_2110101021,2,L
262,8_2112111021,2,I
263,10_2112111000,2,I
264,11_2102111000,2,I
265,2_2112111021,3,L
266,3_2112111021,3,L
267,4_2112111000,3,L
268,5_2102111000,3,L
269,6_2102111000,3,L
270,7_2102111000,3,L
271,50_1111111111,0,I
272,43_1111111111,1,I
273,49_1111111101,1,I
274,29_2101101000,2,I
275,42_1111111111,2,I
276,46_1111111100,2,I
277,48_2110101001,2,I
278,27_2100101000,3,I
279,28_2101101000,3,I
280,36_2111111111,3,I
281,41_1111111100,3,I
282,44_0111111100,3,I
283,45_2121101100,3,I
284,47_2110101000,3,I
285,26_2210100001,3,L
286,1_2100101000,4,L
287,2_2100101000,4,L
288,3_2100101000,4,L
289,4_2101101000,4,L
290,32_2100121000,4,I
291,35_2112111121,4,I
292,38_0112111200,4,I
293,40_2100111000,4,I
294,20_0112211200,4,L
295,21_0111011000,4,L
296,22_2121101100,4,L
297,23_2121101100,4,L
298,24_2110101000,4,L
299,25_2110101000,4,L
300,30_2100121000,5,I
301,31_2100121000,5,I
302,33_2122111121,5,I
303,34_2112111021,5,I
304,13_0112211200,5,L
305,37_0112011200,5,I
306,39_2100111000,5,I
307,19_2100101000,5,L
308,5_2100121000,6,L
309,6_2100121000,6,L
310,7_2100121000,6,L
311,8_2000120000,6,L
312,9_2122211121,6,L
313,10_2122111121,6,L
314,11_2122111021,6,L
315,12_2112112021,6,L
316,14_0112011200,6,L
317,15_0112011200,6,L
318,16_2100111000,6,L
319,17_2100101000,6,L
320,24_1111111111,0,I
321,19_1111111101,1,I
322,23_2111111111,1,I
323,16_1111111101,2,I
324,18_1111101201,2,I
325,22_2112111221,2,I
326,14_2100101000,2,L
327,15_1101111101,3,I
328,3_2121121101,3,L
329,4_0001200201,3,L
330,17_1110001201,3,I
331,20_2112111221,3,I
332,21_2102111221,3,I
333,1_2100101100,4,L
334,2_1101021101,4,L
335,5_1110001201,4,L
336,6_1110001201,4,L
337,7_2102211221,4,L
338,8_2112111221,4,L
339,9_2102111221,4,L
340,10_2102111221,4,L
341,37_1111111111,0,I
342,30_1111111111,1,I
343,36_1111111001,1,I
344,22_1111111111,2,I
345,29_1111111111,2,I
346,32_1110101001,2,I
347,35_1111111001,2,I
348,20_1111101011,3,I
349,21_2111111211,3,I
350,25_1111101111,3,I
351,28_2212111101,3,I
352,13_2110101001,3,L
353,31_0110201001,3,I
354,33_1111101001,3,I
355,34_2111111000,3,I
356,1_1111001011,4,L
357,2_1111101001,4,L
358,3_2111101221,4,L
359,4_2112111201,4,L
360,23_1111001111,4,I
361,24_2111101211,4,I
362,26_2222112101,4,I
363,27_2212110000,4,I
364,14_0110201001,4,L
365,15_0110201001,4,L
366,16_2100101000,4,L
367,17_1111001001,4,L
368,18_2112111000,4,L
369,19_2100101000,4,L
370,5_1101001221,5,L
371,6_1111001001,5,L
372,7_2111101221,5,L
373,8_2111101201,5,L
374,9_2222112101,5,L
375,10_2222112101,5,L
376,11_2212110000,5,L
377,12_2202110000,5,L
378,12_1111111111,0,I
379,11_1112111100,1,I
380,8_1122211101,1,L
381,9_1102111000,2,I
382,10_1112111100,2,I
383,1_2102111000,3,L
384,2_1102211000,3,L
385,3_1122211100,3,L
386,4_1102111200,3,L
387,21_1111111111,0,I
388,13_1102111000,1,I
389,20_2111111101,1,I
390,3_0102011000,2,L
391,4_2102101000,2,L
392,16_2101111201,2,I
393,19_2112111101,2,I
394,14_2101111201,3,I
395,15_2102111201,3,I
396,17_2112111201,3,I
397,18_2112111001,3,I
398,5_2100111200,4,L
399,6_2102111201,4,L
400,7_2102111201,4,L
401,8_2102111201,4,L
402,9_2112111201,4,L
403,10_2112111201,4,L
404,11_2112111001,4,L
405,12_2112111001,4,L
406,26_1111111111,0,I
407,20_0101001011,1,I
408,25_0111111111,1,I
409,18_0201000021,2,I
410,19_0100001012,2,I
411,23_0111111111,2,I
412,24_0100001000,2,I
413,16_0201000021,3,I
414,17_0201000021,3,I
415,8_0100001012,3,L
416,9_0100001012,3,L
417,21_0111111111,3,I
418,22_0121201121,3,I
419,14_0100001000,3,L
420,15_0100001000,3,L
421,4_0201000021,4,L
422,5_0201000021,4,L
423,6_0201000021,4,L
424,7_0201000021,4,L
425,10_0102111000,4,L
426,11_0121201121,4,L
427,12_0121201121,4,L
428,13_0121201121,4,L
429,39_1111111111,0,I
430,32_2112111111,1,I
431,38_1111111111,1,I
432,27_2112111111,2,I
433,31_2112111211,2,I
434,35_1110001111,2,I
435,37_1112111111,2,I
436,23_2112111111,3,I
437,26_2112111201,3,I
438,29_2112111221,3,I
439,30_2112111201,3,I
440,33_1110001221,3,I
441,34_1110001101,3,I
442,36_1112111111,3,I
443,20_1112011221,3,L
444,21_2122111121,4,I
445,22_2112111111,4,I
446,24_2112111201,4,I
447,25_2112111201,4,I
448,9_2112211221,4,L
449,28_2112111221,4,I
450,12_2112111201,4,L
451,13_2112111201,4,L
452,14_1110001221,4,L
453,15_1110001221,4,L
454,16_1110001201,4,L
455,17_1100001001,4,L
456,18_1112111221,4,L
457,19_2102111000,4,L
458,1_2122111121,5,L
459,2_2122111121,5,L
460,3_2102111201,5,L
461,4_2122111121,5,L
462,5_2112111201,5,L
463,6_2112111201,5,L
464,7_2112111201,5,L
465,8_2112111201,5,L
466,10_2112111221,5,L
467,11_2112111221,5,L
468,46_1111111111,0,I
469,34_1111111011,1,I
470,45_1111111111,1,I
471,1_2100101000,2,L
472,33_1111111011,2,I
473,40_1111111111,2,I
474,44_1111101011,2,I
475,29_1111111011,3,I
476,32_1111111001,3,I
477,36_1111111011,3,I
478,39_1111111121,3,I
479,21_1111001011,3,L
480,43_1111101011,3,I
481,27_1111101021,4,I
482,28_1101111000,4,I
483,30_1111111001,4,I
484,31_1112111001,4,I
485,35_1211111021,4,I
486,16_2100101000,4,L
487,37_0112111021,4,I
488,38_1100101221,4,I
489,41_1111101011,4,I
490,42_1111001011,4,I
491,6_1111101020,5,L
492,7_1111001021,5,L
493,8_1101001000,5,L
494,9_2101111000,5,L
495,10_1112111002,5,L
496,11_2100001000,5,L
497,12_1112011001,5,L
498,13_2102111000,5,L
499,14_1212011021,5,L
500,15_1211101021,5,L
501,17_0112211021,5,L
502,18_0112011021,5,L
503,19_2100101221,5,L
504,20_1100201221,5,L
505,23_1111001000,5,L
506,24_1111101011,5,L
507,25_1111001011,5,L
508,26_1111001011,5,L
509,14_1111111111,0,I
510,1_2100101000,1,L
511,13_2112111021,1,I
512,10_2112111021,2,I
513,12_2212110021,2,I
514,5_2102111021,3,L
515,6_2112111021,3,L
516,7_2212110021,3,L
517,11_2212110021,3,I
518,8_2212110021,4,L
519,9_2212110021,4,L
520,18_1111111111,0,I
521,15_1101101100,1,I
522,17_1112011011,1,I
523,13_2100101000,2,I
524,14_1101101100,2,I
525,10_0102011000,2,L
526,16_1112011021,2,I
527,1_2100101000,3,L
528,2_2100101000,3,L
529,3_1101001100,3,L
530,4_2100101000,3,L
531,11_1112011021,3,L
532,12_1112011021,3,L
533,18_1111111111,0,I
534,14_2110101111,1,I
535,17_0011200200,1,I
536,1_2100101000,2,L
537,13_2120101111,2,I
538,15_0001200200,2,I
539,16_0011200200,2,I
540,11_2120101100,3,I
541,12_2120101121,3,I
542,7_0001200200,3,L
543,8_0001200200,3,L
544,9_0011200200,3,L
545,10_0011200200,3,L
546,3_2120101100,4,L
547,4_2120101100,4,L
548,5_2120101120,4,L
549,6_2120101121,4,L
550,19_1111111111,0,I
551,13_0220002121,1,I
552,18_1111111111,1,I
553,11_0220002121,2,I
554,12_0220002121,2,I
555,14_2100101000,2,I
556,17_0112211121,2,I
557,1_0220002121,3,L
558,2_0220002121,3,L
559,3_0220002121,3,L
560,4_0220002121,3,L
561,5_2100101000,3,L
562,6_2100101000,3,L
563,15_0102211221,3,I
564,16_0122211121,3,I
565,7_0102211221,4,L
566,8_0102211220,4,L
567,9_0122211121,4,L
568,10_0122211121,4,L
569,17_1111111111,0,I
570,16_1111111111,1,I
571,9_0200000021,1,L
572,12_1111111111,2,I
573,15_1100111001,2,I
574,10_1111101111,3,I
575,11_2102111000,3,I
576,13_1100111000,3,I
577,14_2100101001,3,I
578,1_2101101201,4,L
579,2_0121201121,4,L
580,3_2102111000,4,L
581,4_2102101000,4,L
582,5_2100111000,4,L
583,6_0100001000,4,L
584,7_2100101001,4,L
585,8_2100101001,4,L
586,21_1111111111,0,I
587,18_1111111111,1,I
588,20_1122011111,1,I
589,14_2102111111,2,I
590,17_1111101221,2,I
591,9_1122011111,2,L
592,19_1122011111,2,I
593,12_2102111211,3,I
594,13_2102111011,3,I
595,15_1110001221,3,I
596,16_1111201221,3,I
597,10_1122011111,3,L
598,11_1122011111,3,L
599,1_2102111221,4,L
600,2_2102111211,4,L
601,3_2102111011,4,L
602,4_2102111011,4,L
603,5_1110001221,4,L
604,6_1110001221,4,L
605,7_1111201221,4,L
606,8_1111201221,4,L
607,39_1111111111,0,I
608,32_1111111111,1,I
609,38_1111111111,1,I
610,25_1111111111,2,I
611,31_1111111111,2,I
612,34_1111011011,2,I
613,37_1111111111,2,I
614,21_1111001000,3,I
615,24_1111111111,3,I
616,27_1112211101,3,I
617,30_1111101111,3,I
618,14_1100001000,3,L
619,33_1112011021,3,I
620,35_1111111010,3,I
621,36_1111111121,3,I
622,1_2101001000,4,L
623,2_1111001000,4,L
624,22_2111101011,4,I
625,23_1112111121,4,I
626,26_1112211101,4,I
627,9_0102211000,4,L
628,28_1111001201,4,I
629,29_2111101121,4,I
630,15_1112011021,4,L
631,16_0102011021,4,L
632,17_2102111000,4,L
633,18_1111001010,4,L
634,19_1110201021,4,L
635,20_1102011221,4,L
636,3_2102101000,5,L
637,4_2111101021,5,L
638,5_1112011020,5,L
639,6_2102111221,5,L
640,7_1102211001,5,L
641,8_1112211200,5,L
642,10_1101001201,5,L
643,11_1111001201,5,L
644,12_2100101020,5,L
645,13_2011102221,5,L
646,30_1111111111,0,I
647,23_1111011111,1,I
648,29_1111111111,1,I
649,19_1111011111,2,I
650,22_1111001201,2,I
651,26_1111211001,2,I
652,28_1111101111,2,I
653,17_0111001211,3,I
654,18_1112011000,3,I
655,20_1111001201,3,I
656,21_1111001201,3,I
657,24_1111201001,3,I
658,25_0111211001,3,I
659,14_1110001211,3,L
660,27_1111101111,3,I
661,1_0111001211,4,L
662,2_0111001211,4,L
663,3_0112011000,4,L
664,4_2102011000,4,L
665,5_1111001201,4,L
666,6_1111001201,4,L
667,7_1111001201,4,L
668,8_1111001201,4,L
669,9_1110201001,4,L
670,10_1111201001,4,L
671,11_0112211001,4,L
672,12_0101201001,4,L
673,15_0111001211,4,L
674,16_2100101000,4,L
675,23_1111111111,0,I
676,19_0100001122,1,I
677,22_1111101011,1,I
678,15_0100001022,2,I
679,18_0100000222,2,I
680,20_1111001011,2,I
681,21_1111101011,2,I
682,13_0100000022,3,I
683,14_0000001022,3,I
684,16_0100000222,3,I
685,17_0000000222,3,I
686,9_1101001011,3,L
687,10_1111001011,3,L
688,11_1111101011,3,L
689,12_1111001011,3,L
690,1_0100000022,4,L
691,2_0000000022,4,L
692,3_0000001022,4,L
693,4_0000000022,4,L
694,5_0100000222,4,L
695,6_0000000222,4,L
696,7_0000000222,4,L
697,8_0000000222,4,L
698,32_1111111111,0,I
699,2_2120101101,1,L
700,31_1110101101,1,I
701,25_2120102101,2,I
702,30_1110101101,2,I
703,21_2120102101,3,I
704,24_2020102101,3,I
705,26_2110101100,3,I
706,29_0100201001,3,I
707,19_2020102101,4,I
708,20_2120102101,4,I
709,22_2020102101,4,I
710,23_2020102101,4,I
711,13_2120101100,4,L
712,14_2100101000,4,L
713,27_0100201001,4,I
714,28_0100201001,4,I
715,4_2020102101,5,L
716,5_2020102101,5,L
717,6_2120102101,5,L
718,7_2020102101,5,L
719,8_2020102101,5,L
720,9_2020102101,5,L
721,10_2020102101,5,L
722,11_2020102101,5,L
723,15_0100201001,5,L
724,16_0100201001,5,L
725,17_0100201001,5,L
726,18_0100201001,5,L
727,29_1111111111,0,I
728,23_1111111001,1,I
729,28_1111101011,1,I
730,19_1111111001,2,I
731,22_1101101001,2,I
732,24_1111101001,2,I
733,27_1111101011,2,I
734,17_2111101000,3,I
735,18_1111111001,3,I
736,20_2100101000,3,I
737,21_1101101001,3,I
738,9_1101001000,3,L
739,10_1111101001,3,L
740,25_2111101000,3,I
741,26_1111001011,3,I
742,1_2111101000,4,L
743,2_2100101000,4,L
744,3_1111101001,4,L
745,4_2102011000,4,L
746,5_2100101000,4,L
747,6_2100101000,4,L
748,7_2100101000,4,L
749,8_1101101001,4,L
750,13_2111101000,4,L
751,14_2100101000,4,L
752,15_1111001001,4,L
753,16_1111001011,4,L
754,79_1111111111,0,I
755,68_1111111111,1,I
756,78_1111111111,1,I
757,56_1111111111,2,I
758,67_1111111111,2,I
759,71_1111111111,2,I
760,77_1110111221,2,I
761,52_1111111111,3,I
762,55_1111111111,3,I
763,59_1111111111,3,I
764,66_1111111111,3,I
765,69_1112111111,3,I
766,70_1100100000,3,I
767,73_1110111221,3,I
768,76_1110111221,3,I
769,48_1111011211,4,I
770,51_1110111121,4,I
771,11_1112111111,4,L
772,54_1111111211,4,I
773,57_1111111111,4,I
774,58_1112111121,4,I
775,62_1111111111,4,I
776,65_1111111011,4,I
777,32_1112111021,4,L
778,35_1102111200,4,L
779,36_1100000000,4,L
780,39_1100100000,4,L
781,72_1110111221,4,I
782,42_1110111221,4,L
783,74_1110111221,4,I
784,75_1110111221,4,I
785,47_1111011211,5,I
786,6_1111011221,5,L
787,49_1110111221,5,I
788,50_1110111121,5,I
789,12_1111111211,5,L
790,53_1111111211,5,I
791,15_1111111111,5,L
792,16_1111111111,5,L
793,18_1112111121,5,L
794,19_1112111121,5,L
795,60_0111211001,5,I
796,61_1111111111,5,I
797,63_1110212021,5,I
798,64_2222110011,5,I
799,40_1110111221,5,L
800,41_1110111221,5,L
801,43_1110111221,5,L
802,44_1110111221,5,L
803,45_1110111221,5,L
804,46_1100111221,5,L
805,1_1111011221,6,L
806,3_1111011201,6,L
807,7_1110111221,6,L
808,8_1110111221,6,L
809,9_1110111121,6,L
810,10_1110111121,6,L
811,13_1111111211,6,L
812,14_1111111211,6,L
813,20_0111211001,6,L
814,21_0111211001,6,L
815,22_1111111101,6,L
816,26_1110111021,6,L
817,27_1110212021,6,L
818,29_1110212021,6,L
819,30_2222210021,6,L
820,31_2222110000,6,L
821,21_1111111111,0,I
822,17_1111111111,1,I
823,20_2111111221,1,I
824,15_1111111111,2,I
825,16_1112111221,2,I
826,18_2111011221,2,I
827,19_2111212221,2,I
828,14_2111211221,3,I
829,4_1112001001,3,L
830,5_0112011221,3,L
831,7_2112112221,3,L
832,10_2111012221,3,L
833,11_2111011221,3,L
834,12_2111212221,3,L
835,13_2211212221,3,L
836,1_2111211221,4,L
837,2_2111211221,4,L
838,60_1111111111,0,I
839,41_1111111211,1,I
840,59_1111111111,1,I
841,4_1111211221,2,L
842,40_0111111211,2,I
843,51_0100111111,2,I
844,58_1111111111,2,I
845,38_0111111211,3,I
846,39_0111011221,3,I
847,47_0000111111,3,I
848,50_0100111121,3,I
849,52_1111211111,3,I
850,57_1112111211,3,I
851,36_0112110211,4,I
852,37_0110111211,4,I
853,10_0111011221,4,L
854,11_0110011221,4,L
855,44_0000111111,4,I
856,46_0000111111,4,I
857,48_0000211121,4,I
858,49_0100111121,4,I
859,28_2111211111,4,L
860,29_1111211101,4,L
861,53_1112211211,4,I
862,56_1112111211,4,I
863,6_0112110211,5,L
864,7_0112110211,5,L
865,8_0110111211,5,L
866,9_0110111211,5,L
867,42_0000111111,5,I
868,43_0000111111,5,I
869,21_0000111111,5,L
870,45_0000111121,5,I
871,24_0000211121,5,L
872,25_0000211121,5,L
873,26_0000111121,5,L
874,27_0100111121,5,L
875,30_1112211200,5,L
876,31_1112211221,5,L
877,54_0112111221,5,I
878,55_2112111211,5,I
879,17_0000111111,6,L
880,18_0000111111,6,L
881,19_0000111111,6,L
882,20_0000111111,6,L
883,22_0000111121,6,L
884,23_0000111121,6,L
885,32_0112111221,6,L
886,33_0112110221,6,L
887,34_2112111221,6,L
888,35_2112111201,6,L
889,25_1111111111,0,I
890,21_1111111111,1,I
891,24_1111111221,1,I
892,17_1111111101,2,I
893,20_0111111121,2,I
894,22_2012111221,2,I
895,23_0110111221,2,I
896,1_2111111101,3,L
897,16_1111211101,3,I
898,18_0111211221,3,I
899,19_0000100021,3,I
900,12_2022111221,3,L
901,13_2002111221,3,L
902,14_0110111221,3,L
903,15_0120111221,3,L
904,2_1112211101,4,L
905,3_0111211101,4,L
906,4_0111211221,4,L
907,5_0111211221,4,L
908,6_0000100021,4,L
909,7_0000100021,4,L
910,34_1111111111,0,I
911,27_0112211211,1,I
912,33_1111111221,1,I
913,24_0112211201,2,I
914,26_0112211211,2,I
915,29_1000111221,2,I
916,32_1112111221,2,I
917,8_0112210201,3,L
918,23_0112211201,3,I
919,25_0112211211,3,I
920,13_0112211201,3,L
921,15_1000111221,3,L
922,28_1000111221,3,I
923,30_1112111221,3,I
924,31_1112111221,3,I
925,9_0112211201,4,L
926,10_0112211201,4,L
927,11_0102211221,4,L
928,12_0112211201,4,L
929,17_1000111221,4,L
930,18_1000111221,4,L
931,19_1112111221,4,L
932,20_1112111221,4,L
933,21_1112111221,4,L
934,22_1112111221,4,L
935,19_1111111111,0,I
936,15_1111101111,1,I
937,18_1110101101,1,I
938,14_1111101111,2,I
939,7_1111001201,2,L
940,16_1110201201,2,I
941,17_1110101101,2,I
942,12_1110001211,3,I
943,13_1111101111,3,I
944,8_1110201201,3,L
945,9_1110201201,3,L
946,10_1110001201,3,L
947,11_2100101001,3,L
948,1_1110002211,4,L
949,2_1110001211,4,L
950,3_1110001211,4,L
951,4_2102101000,4,L
952,39_1111111111,0,I
953,31_1111111011,1,I
954,38_1111111011,1,I
955,24_1111001011,2,I
956,30_1111111011,2,I
957,34_1111111011,2,I
958,37_1111101011,2,I
959,1_1111001011,3,L
960,23_1111001011,3,I
961,27_1111111011,3,I
962,29_1111001011,3,I
963,32_1111111011,3,I
964,33_1111001011,3,I
965,35_1111101011,3,I
966,36_1111101011,3,I
967,22_1111001011,4,I
968,5_1111001011,4,L
969,25_1111111011,4,I
970,26_1111101011,4,I
971,11_1111001011,4,L
972,28_1111001011,4,I
973,14_1112011011,4,L
974,15_1111101011,4,L
975,16_1111001011,4,L
976,17_1111001011,4,L
977,18_1111001011,4,L
978,19_1111101011,4,L
979,20_2101101001,4,L
980,21_1111001011,4,L
981,3_1111001011,5,L
982,4_1111001011,5,L
983,6_1111101011,5,L
984,7_1111011011,5,L
985,8_1111101011,5,L
986,9_1111001011,5,L
987,12_1111001011,5,L
988,13_1111001011,5,L
989,15_1111111111,0,I
990,11_1101111010,1,I
991,14_1112111211,1,I
992,9_1100101000,2,I
993,10_2101111010,2,I
994,12_1112111201,2,I
995,13_2112111221,2,I
996,1_2100101000,3,L
997,2_0100001000,3,L
998,3_2102111000,3,L
999,4_2100101020,3,L
1000,5_2112111201,3,L
1001,6_1112011201,3,L
1002,7_2122111221,3,L
1003,8_2112111221,3,L
1004,19_1111111111,0,I
1005,13_1112211101,1,I
1006,18_2100101000,1,I
1007,11_1112211001,2,I
1008,12_0122211101,2,I
1009,16_2100101000,2,I
1010,17_2100101000,2,I
1011,1_1112211001,3,L
1012,2_1112211001,3,L
1013,3_0122211101,3,L
1014,4_0122211101,3,L
1015,14_2100101000,3,I
1016,15_2100101000,3,I
1017,9_2100101000,3,L
1018,10_2100101000,3,L
1019,5_2100101000,4,L
1020,6_2100101000,4,L
1021,7_2100101000,4,L
1022,8_2100101000,4,L
1023,27_1111111111,0,I
1024,19_1111111111,1,I
1025,26_1111111111,1,I
1026,1_2000100000,2,L
1027,18_1112111221,2,I
1028,22_1112111111,2,I
1029,25_0111011211,2,I
1030,16_2202112221,3,I
1031,17_1122111221,3,I
1032,7_0102212101,3,L
1033,21_2112111211,3,I
1034,23_0112011221,3,I
1035,24_0110001201,3,I
1036,15_2202112221,4,I
1037,4_2202112221,4,L
1038,5_0122211221,4,L
1039,6_2122111221,4,L
1040,20_2112111211,4,I
1041,10_2212111221,4,L
1042,11_0122011221,4,L
1043,12_0112011221,4,L
1044,13_0110001201,4,L
1045,14_0110001201,4,L
1046,2_2202112221,5,L
1047,3_2202112221,5,L
1048,8_2112111221,5,L
1049,9_2102111200,5,L
1050,30_1111111111,0,I
1051,26_1111111111,1,I
1052,29_1112111111,1,I
1053,22_0112111100,2,I
1054,25_1111101011,2,I
1055,27_1212010102,2,I
1056,28_1112111211,2,I
1057,20_0122011100,3,I
1058,21_0112111200,3,I
1059,23_2111101011,3,I
1060,24_1111101011,3,I
1061,12_1222010102,3,L
1062,13_1202010002,3,L
1063,16_0112011200,3,L
1064,19_2112111221,3,L
1065,1_0222010100,4,L
1066,2_0122011100,4,L
1067,3_0112211200,4,L
1068,4_0112011200,4,L
