Node Name	Level	Type
19_0100001012	2	I
23_0111111111	2	I
24_0100001000	2	I
16_0201000021	3	I
17_0201000021	3	I
8_0100001012	3	L
9_0100001012	3	L
21_0111111111	3	I
22_0121201121	3	I
14_0100001000	3	L
15_0100001000	3	L
4_0201000021	4	L
5_0201000021	4	L
6_0201000021	4	L
7_0201000021	4	L
10_0102111000	4	L
11_0121201121	4	L
12_0121201121	4	L
13_0121201121	4	L
39_1111111111	0	I
32_2112111111	1	I
38_1111111111	1	I
27_2112111111	2	I
31_2112111211	2	I
35_1110001111	2	I
37_1112111111	2	I
23_2112111111	3	I
26_2112111201	3	I
29_2112111221	3	I
30_2112111201	3	I
33_1110001221	3	I
34_1110001101	3	I
36_1112111111	3	I
20_1112011221	3	L
21_2122111121	4	I
22_2112111111	4	I
24_2112111201	4	I
25_2112111201	4	I
9_2112211221	4	L
28_2112111221	4	I
12_2112111201	4	L
13_2112111201	4	L
14_1110001221	4	L
15_1110001221	4	L
16_1110001201	4	L
17_1100001001	4	L
18_1112111221	4	L
19_2102111000	4	L
1_2122111121	5	L
2_2122111121	5	L
3_2102111201	5	L
4_2122111121	5	L
5_2112111201	5	L
6_2112111201	5	L
7_2112111201	5	L
8_2112111201	5	L
10_2112111221	5	L
11_2112111221	5	L
46_1111111111	0	I
34_1111111011	1	I
45_1111111111	1	I
1_2100101000	2	L
33_1111111011	2	I
40_1111111111	2	I
44_1111101011	2	I
29_1111111011	3	I
32_1111111001	3	I
36_1111111011	3	I
39_1111111121	3	I
21_1111001011	3	L
43_1111101011	3	I
27_1111101021	4	I
28_1101111000	4	I
30_1111111001	4	I
31_1112111001	4	I
35_1211111021	4	I
16_2100101000	4	L
37_0112111021	4	I
38_1100101221	4	I
41_1111101011	4	I
42_1111001011	4	I
6_1111101020	5	L
7_1111001021	5	L
8_1101001000	5	L
9_2101111000	5	L
10_1112111002	5	L
11_2100001000	5	L
12_1112011001	5	L
13_2102111000	5	L
14_1212011021	5	L
15_1211101021	5	L
17_0112211021	5	L
18_0112011021	5	L
19_2100101221	5	L
20_1100201221	5	L
23_1111001000	5	L
24_1111101011	5	L
25_1111001011	5	L
26_1111001011	5	L
23_1111111111	0	I
15_1112212001	1	I
22_1111111111	1	I
13_1112212001	2	I
14_1112212001	2	I
18_1111111011	2	I
21_1111111121	2	I
1_1112212001	3	L
2_1112212001	3	L
3_1112212001	3	L
4_1112212001	3	L
16_1101011001	3	I
17_1111111021	3	I
19_1111111121	3	I
20_1111111121	3	I
5_1102000001	4	L
6_2100012001	4	L
7_1111111021	4	L
8_1111111021	4	L
9_1111111121	4	L
10_1111111121	4	L
11_1111111121	4	L
12_1111111121	4	L
14_2111111011	0	I
1_2100101000	1	L
13_2112111021	1	I
10_2112111021	2	I
12_2212110021	2	I
5_2102111021	3	L
6_2112111021	3	L
7_2212110021	3	L
11_2212110021	3	I
8_2212110021	4	L
9_2212110021	4	L
18_1111111111	0	I
15_1101101100	1	I
17_1112011011	1	I
13_2100101000	2	I
14_1101101100	2	I
10_0102011000	2	L
16_1112011021	2	I
1_2100101000	3	L
2_2100101000	3	L
3_1101001100	3	L
4_2100101000	3	L
11_1112011021	3	L
12_1112011021	3	L
18_1111101111	0	I
14_2110101111	1	I
17_0011200200	1	I
1_2100101000	2	L
13_2120101111	2	I
15_0001200200	2	I
16_0011200200	2	I
11_2120101100	3	I
12_2120101121	3	I
7_0001200200	3	L
8_0001200200	3	L
9_0011200200	3	L
10_0011200200	3	L
3_2120101100	4	L
4_2120101100	4	L
5_2120101120	4	L
6_2120101121	4	L
19_1111111111	0	I
13_0220002121	1	I
18_1111111111	1	I
11_0220002121	2	I
12_0220002121	2	I
14_2100101000	2	I
17_0112211121	2	I
1_0220002121	3	L
2_0220002121	3	L
3_0220002121	3	L
4_0220002121	3	L
5_2100101000	3	L
6_2100101000	3	L
15_0102211221	3	I
16_0122211121	3	I
7_0102211221	4	L
8_0102211220	4	L
9_0122211121	4	L
10_0122211121	4	L
17_1111111111	0	I
16_1111111111	1	I
9_0200000021	1	L
12_1111111111	2	I
15_1100111001	2	I
10_1111101111	3	I
11_2102111000	3	I
13_1100111000	3	I
14_2100101001	3	I
1_2101101201	4	L
2_0121201121	4	L
3_2102111000	4	L
4_2102101000	4	L
5_2100111000	4	L
6_0100001000	4	L
7_2100101001	4	L
8_2100101001	4	L
21_1111111111	0	I
18_1111111111	1	I
20_1122011111	1	I
14_2102111111	2	I
17_1111101221	2	I
9_1122011111	2	L
19_1122011111	2	I
12_2102111211	3	I
13_2102111011	3	I
15_1110001221	3	I
16_1111201221	3	I
10_1122011111	3	L
11_1122011111	3	L
1_2102111221	4	L
2_2102111211	4	L
3_2102111011	4	L
4_2102111011	4	L
5_1110001221	4	L
6_1110001221	4	L
7_1111201221	4	L
8_1111201221	4	L
39_1111111111	0	I
32_1111111111	1	I
38_1111111111	1	I
25_1111111111	2	I
31_1111111111	2	I
34_1111011011	2	I
37_1111111111	2	I
21_1111001000	3	I
24_1111111111	3	I
27_1112211101	3	I
30_1111101111	3	I
14_1100001000	3	L
33_1112011021	3	I
35_1111111010	3	I
36_1111111121	3	I
1_2101001000	4	L
2_1111001000	4	L
22_2111101011	4	I
23_1112111121	4	I
26_1112211101	4	I
9_0102211000	4	L
28_1111001201	4	I
29_2111101121	4	I
15_1112011021	4	L
16_0102011021	4	L
17_2102111000	4	L
18_1111001010	4	L
19_1110201021	4	L
20_1102011221	4	L
3_2102101000	5	L
4_2111101021	5	L
5_1112011020	5	L
6_2102111221	5	L
7_1102211001	5	L
8_1112211200	5	L
10_1101001201	5	L
11_1111001201	5	L
12_2100101020	5	L
13_2011102221	5	L
30_1111111111	0	I
23_1111011111	1	I
29_1111111111	1	I
19_1111011111	2	I
22_1111001201	2	I
26_1111211001	2	I
28_1111101111	2	I
17_0111001211	3	I
18_1112011000	3	I
20_1111001201	3	I
21_1111001201	3	I
24_1111201001	3	I
25_0111211001	3	I
14_1110001211	3	L
27_1111101111	3	I
1_0111001211	4	L
2_0111001211	4	L
3_0112011000	4	L
4_2102011000	4	L
5_1111001201	4	L
6_1111001201	4	L
7_1111001201	4	L
8_1111001201	4	L
9_1110201001	4	L
10_1111201001	4	L
11_0112211001	4	L
12_0101201001	4	L
15_0111001211	4	L
16_2100101000	4	L
23_1111101111	0	I
19_0100001122	1	I
22_1111101011	1	I
15_0100001022	2	I
18_0100000222	2	I
20_1111001011	2	I
21_1111101011	2	I
13_0100000022	3	I
14_0000001022	3	I
16_0100000222	3	I
17_0000000222	3	I
9_1101001011	3	L
10_1111001011	3	L
11_1111101011	3	L
12_1111001011	3	L
1_0100000022	4	L
2_0000000022	4	L
3_0000001022	4	L
4_0000000022	4	L
5_0100000222	4	L
6_0000000222	4	L
7_0000000222	4	L
8_0000000222	4	L
32_1110101101	0	I
2_2120101101	1	L
31_1110101101	1	I
25_2120102101	2	I
30_1110101101	2	I
21_2120102101	3	I
24_2020102101	3	I
26_2110101100	3	I
29_0100201001	3	I
19_2020102101	4	I
20_2120102101	4	I
22_2020102101	4	I
23_2020102101	4	I
13_2120101100	4	L
14_2100101000	4	L
27_0100201001	4	I
28_0100201001	4	I
4_2020102101	5	L
5_2020102101	5	L
6_2120102101	5	L
7_2020102101	5	L
8_2020102101	5	L
9_2020102101	5	L
10_2020102101	5	L
11_2020102101	5	L
15_0100201001	5	L
16_0100201001	5	L
17_0100201001	5	L
18_0100201001	5	L
19_1111111121	0	I
13_2110111121	1	I
18_1111111221	1	I
11_2120211221	2	I
12_2110100021	2	I
16_1110111221	2	I
17_1111111221	2	I
1_2120211221	3	L
2_2120212221	3	L
3_2110100021	3	L
4_2110100021	3	L
14_1110112221	3	I
15_1110111221	3	I
9_0111111221	3	L
10_1111111221	3	L
5_1110112221	4	L
6_1110112221	4	L
7_1110111221	4	L
8_1110111221	4	L
29_1111111011	0	I
23_1111111001	1	I
28_1111101011	1	I
19_1111111001	2	I
22_1101101001	2	I
24_1111101001	2	I
27_1111101011	2	I
17_2111101000	3	I
18_1111111001	3	I
20_2100101000	3	I
21_1101101001	3	I
9_1101001000	3	L
10_1111101001	3	L
25_2111101000	3	I
26_1111001011	3	I
1_2111101000	4	L
2_2100101000	4	L
3_1111101001	4	L
4_2102011000	4	L
5_2100101000	4	L
6_2100101000	4	L
7_2100101000	4	L
8_1101101001	4	L
13_2111101000	4	L
14_2100101000	4	L
15_1111001001	4	L
16_1111001011	4	L
79_1111111111	0	I
68_1111111111	1	I
78_1111111111	1	I
56_1111111111	2	I
67_1111111111	2	I
71_1111111111	2	I
77_1110111221	2	I
52_1111111111	3	I
55_1111111111	3	I
59_1111111111	3	I
66_1111111111	3	I
69_1112111111	3	I
70_1100100000	3	I
73_1110111221	3	I
76_1110111221	3	I
48_1111011211	4	I
51_1110111121	4	I
11_1112111111	4	L
54_1111111211	4	I
57_1111111111	4	I
58_1112111121	4	I
62_1111111111	4	I
65_1111111011	4	I
32_1112111021	4	L
35_1102111200	4	L
36_1100000000	4	L
39_1100100000	4	L
72_1110111221	4	I
42_1110111221	4	L
74_1110111221	4	I
75_1110111221	4	I
47_1111011211	5	I
6_1111011221	5	L
49_1110111221	5	I
50_1110111121	5	I
12_1111111211	5	L
53_1111111211	5	I
15_1111111111	5	L
16_1111111111	5	L
18_1112111121	5	L
19_1112111121	5	L
60_0111211001	5	I
61_1111111111	5	I
63_1110212021	5	I
64_2222110011	5	I
40_1110111221	5	L
41_1110111221	5	L
43_1110111221	5	L
44_1110111221	5	L
45_1110111221	5	L
46_1100111221	5	L
1_1111011221	6	L
3_1111011201	6	L
7_1110111221	6	L
8_1110111221	6	L
9_1110111121	6	L
10_1110111121	6	L
13_1111111211	6	L
14_1111111211	6	L
20_0111211001	6	L
21_0111211001	6	L
22_1111111101	6	L
26_1110111021	6	L
27_1110212021	6	L
29_1110212021	6	L
30_2222210021	6	L
31_2222110000	6	L
21_1111111111	0	I
17_1111111111	1	I
20_2111111221	1	I
15_1111111111	2	I
16_1112111221	2	I
18_2111011221	2	I
19_2111212221	2	I
14_2111211221	3	I
4_1112001001	3	L
5_0112011221	3	L
7_2112112221	3	L
10_2111012221	3	L
11_2111011221	3	L
12_2111212221	3	L
13_2211212221	3	L
1_2111211221	4	L
2_2111211221	4	L
60_1111111111	0	I
41_1111111211	1	I
59_1111111111	1	I
4_1111211221	2	L
40_0111111211	2	I
51_0100111111	2	I
58_1111111111	2	I
38_0111111211	3	I
39_0111011221	3	I
47_0000111111	3	I
50_0100111121	3	I
52_1111211111	3	I
57_1112111211	3	I
36_0112110211	4	I
37_0110111211	4	I
10_0111011221	4	L
11_0110011221	4	L
44_0000111111	4	I
46_0000111111	4	I
48_0000211121	4	I
49_0100111121	4	I
28_2111211111	4	L
29_1111211101	4	L
53_1112211211	4	I
56_1112111211	4	I
6_0112110211	5	L
7_0112110211	5	L
8_0110111211	5	L
9_0110111211	5	L
42_0000111111	5	I
43_0000111111	5	I
21_0000111111	5	L
45_0000111121	5	I
24_0000211121	5	L
25_0000211121	5	L
26_0000111121	5	L
27_0100111121	5	L
30_1112211200	5	L
31_1112211221	5	L
54_0112111221	5	I
55_2112111211	5	I
17_0000111111	6	L
18_0000111111	6	L
19_0000111111	6	L
20_0000111111	6	L
22_0000111121	6	L
23_0000111121	6	L
32_0112111221	6	L
33_0112110221	6	L
34_2112111221	6	L
35_2112111201	6	L
25_1111111111	0	I
21_1111111111	1	I
24_1111111221	1	I
17_1111111101	2	I
20_0111111121	2	I
22_2012111221	2	I
23_0110111221	2	I
1_2111111101	3	L
16_1111211101	3	I
18_0111211221	3	I
19_0000100021	3	I
12_2022111221	3	L
13_2002111221	3	L
14_0110111221	3	L
15_0120111221	3	L
2_1112211101	4	L
3_0111211101	4	L
4_0111211221	4	L
5_0111211221	4	L
6_0000100021	4	L
7_0000100021	4	L
34_1111111211	0	I
27_0112211211	1	I
33_1111111221	1	I
24_0112211201	2	I
26_0112211211	2	I
29_1000111221	2	I
32_1112111221	2	I
8_0112210201	3	L
23_0112211201	3	I
25_0112211211	3	I
13_0112211201	3	L
15_1000111221	3	L
28_1000111221	3	I
30_1112111221	3	I
31_1112111221	3	I
9_0112211201	4	L
10_0112211201	4	L
11_0102211221	4	L
12_0112211201	4	L
17_1000111221	4	L
18_1000111221	4	L
19_1112111221	4	L
20_1112111221	4	L
21_1112111221	4	L
22_1112111221	4	L
19_1111101111	0	I
15_1111101111	1	I
18_1110101101	1	I
14_1111101111	2	I
7_1111001201	2	L
16_1110201201	2	I
17_1110101101	2	I
12_1110001211	3	I
13_1111101111	3	I
8_1110201201	3	L
9_1110201201	3	L
10_1110001201	3	L
11_2100101001	3	L
1_1110002211	4	L
2_1110001211	4	L
3_1110001211	4	L
4_2102101000	4	L
39_1111111011	0	I
31_1111111011	1	I
38_1111111011	1	I
24_1111001011	2	I
30_1111111011	2	I
34_1111111011	2	I
37_1111101011	2	I
1_1111001011	3	L
23_1111001011	3	I
27_1111111011	3	I
29_1111001011	3	I
32_1111111011	3	I
33_1111001011	3	I
35_1111101011	3	I
36_1111101011	3	I
22_1111001011	4	I
5_1111001011	4	L
25_1111111011	4	I
26_1111101011	4	I
11_1111001011	4	L
28_1111001011	4	I
14_1112011011	4	L
15_1111101011	4	L
16_1111001011	4	L
17_1111001011	4	L
18_1111001011	4	L
19_1111101011	4	L
20_2101101001	4	L
21_1111001011	4	L
3_1111001011	5	L
4_1111001011	5	L
6_1111101011	5	L
7_1111011011	5	L
8_1111101011	5	L
9_1111001011	5	L
12_1111001011	5	L
13_1111001011	5	L
15_1111111111	0	I
11_1101111010	1	I
14_1112111211	1	I
9_1100101000	2	I
10_2101111010	2	I
12_1112111201	2	I
13_2112111221	2	I
1_2100101000	3	L
2_0100001000	3	L
3_2102111000	3	L
4_2100101020	3	L
5_2112111201	3	L
6_1112011201	3	L
7_2122111221	3	L
8_2112111221	3	L
19_1111111101	0	I
13_1112211101	1	I
18_2100101000	1	I
11_1112211001	2	I
12_0122211101	2	I
16_2100101000	2	I
17_2100101000	2	I
1_1112211001	3	L
2_1112211001	3	L
3_0122211101	3	L
4_0122211101	3	L
14_2100101000	3	I
15_2100101000	3	I
9_2100101000	3	L
10_2100101000	3	L
5_2100101000	4	L
6_2100101000	4	L
7_2100101000	4	L
8_2100101000	4	L
23_1111111111	0	I
17_2102111221	1	I
22_1111011111	1	I
15_2102111221	2	I
16_2102010221	2	I
20_1112011121	2	I
21_0210012201	2	I
1_2102111221	3	L
2_2102111221	3	L
3_2102010221	3	L
4_2102010221	3	L
18_1112011121	3	I
19_1112011021	3	I
13_0210012201	3	L
14_0210012201	3	L
9_1112011121	4	L
10_1112011121	4	L
11_1112010021	4	L
12_1112011021	4	L
27_1111111111	0	I
19_1111111111	1	I
26_1111111111	1	I
1_2000100000	2	L
18_1112111221	2	I
22_1112111111	2	I
25_0111011211	2	I
16_2202112221	3	I
17_1122111221	3	I
7_0102212101	3	L
21_2112111211	3	I
23_0112011221	3	I
24_0110001201	3	I
15_2202112221	4	I
4_2202112221	4	L
5_0122211221	4	L
6_2122111221	4	L
20_2112111211	4	I
10_2212111221	4	L
11_0122011221	4	L
12_0112011221	4	L
13_0110001201	4	L
14_0110001201	4	L
2_2202112221	5	L
3_2202112221	5	L
8_2112111221	5	L
9_2102111200	5	L
30_1111111111	0	I
26_1111111111	1	I
29_1112111111	1	I
22_0112111100	2	I
25_1111101011	2	I
27_1212010102	2	I
28_1112111211	2	I
20_0122011100	3	I
21_0112111200	3	I
23_2111101011	3	I
24_1111101011	3	I
12_1222010102	3	L
13_1202010002	3	L
16_0112011200	3	L
19_2112111221	3	L
1_0222010100	4	L
2_0122011100	4	L
3_0112211200	4	L
4_0112011200	4	L
8_2101101001	4	L
9_2111101011	4	L
10_1111101011	4	L
11_1111201001	4	L
7_1110101111	0	I
1_2100101021	1	L
6_1110101111	1	I
4_0110201221	2	L
5_2100101000	2	L
26_1100101011	0	I
20_1100101011	1	I
25_1100101000	1	I
17_0000000021	2	I
19_2100101001	2	I
23_1100101000	2	I
24_1100101000	2	I
15_0000000021	3	I
16_0000000021	3	I
5_2100101000	3	L
18_2100101001	3	I
21_2100101000	3	I
22_1100101000	3	I
13_2100101000	3	L
14_0100001000	3	L
1_0000000021	4	L
2_0000000021	4	L
3_0000000021	4	L
4_0000000021	4	L
7_2100101001	4	L
8_2100001001	4	L
9_2100101000	4	L
10_2100101000	4	L
11_0100001000	4	L
12_2100101000	4	L
63_1111111111	0	I
47_1111111111	1	I
62_1111111111	1	I
39_2110101121	2	I
46_0112011012	2	I
54_1111111111	2	I
61_1111111111	2	I
35_2110101021	3	I
38_2100101221	3	I
42_0112011012	3	I
45_0112011012	3	I
50_1111101111	3	I
53_1112111121	3	I
57_2111111111	3	I
60_1121111111	3	I
33_2110101021	4	I
34_2110101021	4	I
36_2100101221	4	I
37_2100101221	4	I
40_0112011012	4	I
41_0112011012	4	I
43_0112011012	4	I
44_0112011012	4	I
48_2111101101	4	I
49_0111001221	4	I
51_0122211121	4	I
52_2212112221	4	I
55_2111111111	4	I
56_2112111211	4	I
58_0122211111	4	I
59_1121101111	4	I
1_2110101021	5	L
2_2110101021	5	L
3_2110101021	5	L
4_2110101021	5	L
5_2100101221	5	L
6_2100101221	5	L
7_2100101221	5	L
8_2100101221	5	L
9_0112011012	5	L
10_0112011012	5	L
11_0112011012	5	L
12_0112011012	5	L
13_0112011012	5	L
14_0112011012	5	L
15_0112011012	5	L
16_0112011012	5	L
17_2121101100	5	L
18_2111101201	5	L
19_0111001221	5	L
20_0111001221	5	L
21_0122211121	5	L
22_0122211121	5	L
23_2212112221	5	L
24_2212112221	5	L
25_2100101000	5	L
26_2112111211	5	L
27_2112111211	5	L
28_2112111211	5	L
29_0122211221	5	L
30_0122211111	5	L
31_1121101111	5	L
32_1121001111	5	L
34_1111111111	0	I
26_1111111111	1	I
33_1111111111	1	I
23_1111111111	2	I
25_1110101011	2	I
32_1111111211	2	I
22_2100101000	2	L
1_2111101221	3	L
2_1112211000	3	L
24_1110101011	3	I
5_2100101000	3	L
29_1111001211	3	I
31_1111111211	3	I
3_0110101001	4	L
4_1110001021	4	L
27_1111001211	4	I
28_1111001221	4	I
11_2112111221	4	L
30_1111001211	4	I
7_1111001201	5	L
8_1111001221	5	L
9_1111001221	5	L
10_1111001221	5	L
13_1111001221	5	L
14_1111001201	5	L
28_1111111111	0	I
21_1120111101	1	I
27_1111011111	1	I
4_0120111100	2	L
20_1120111101	2	I
24_1111011101	2	I
26_2102011221	2	I
5_1120111100	3	L
7_1120111101	3	L
22_1111001201	3	I
23_0111011101	3	I
16_2102011221	3	L
25_2102011221	3	I
8_1101001201	4	L
9_1111001201	4	L
13_0111011101	4	L
14_0111011001	4	L
18_2102011221	4	L
19_2102011221	4	L
19_1111111111	0	I
13_1112111111	1	I
18_1111211121	1	I
11_1112111111	2	I
12_1112111211	2	I
16_2110211021	2	I
17_1111212121	2	I
1_1112001011	3	L
2_1112111211	3	L
3_0112111211	3	L
4_1112111211	3	L
14_2110211021	3	I
15_2110211021	3	I
9_1111212021	3	L
10_1111212121	3	L
5_2110211021	4	L
6_2110211021	4	L
7_2110211021	4	L
8_2110211021	4	L
19_1111111111	0	I
15_1111111111	1	I
18_0111111021	1	I
13_0101010101	2	I
14_2112111121	2	I
16_0112211021	2	I
17_0111011021	2	I
11_0101000101	3	I
12_0201010201	3	I
5_2122211021	3	L
6_2202011221	3	L
7_0112210021	3	L
8_0112211021	3	L
9_0100011021	3	L
10_0112011021	3	L
1_0201000201	4	L
2_0101000000	4	L
3_0201010201	4	L
4_0201010201	4	L
23_2121111111	0	I
19_2121211101	1	I
22_2122111221	1	I
17_2121212001	2	I
18_2121211201	2	I
20_2122111221	2	I
21_2122111221	2	I
9_2121212001	3	L
10_2121212001	3	L
11_2121211201	3	L
12_2121211201	3	L
13_2122111221	3	L
14_2122111221	3	L
15_2122111221	3	L
16_2122111221	3	L
15_1111101111	0	I
11_1101101001	1	I
14_1111101111	1	I
9_1101101001	2	I
10_2100101000	2	I
12_1101101111	2	I
13_1111001011	2	I
1_0101001001	3	L
2_2101101000	3	L
3_2100101000	3	L
4_2100101000	3	L
5_1101201221	3	L
6_2101001000	3	L
7_1111001001	3	L
8_1111001021	3	L
32_1111111111	0	I
23_1111111111	1	I
31_1111111111	1	I
4_1111111111	2	L
22_1111111111	2	I
25_1111111111	2	I
30_2111111111	2	I
5_1111111111	3	L
6_1111111111	3	L
24_1111111111	3	I
10_1111111111	3	L
27_2111111111	3	I
29_2111111111	3	I
7_1111111001	4	L
8_1111111111	4	L
26_2111111111	4	I
16_2111111111	4	L
28_2111111111	4	I
21_2111111111	4	L
14_2111111111	5	L
15_2111111111	5	L
18_2111111111	5	L
19_2111111111	5	L
35_1112112111	0	I
28_1112112111	1	I
34_1112112111	1	I
25_2112112221	2	I
27_1122012101	2	I
30_0122012000	2	I
33_2112212211	2	I
23_2112012221	3	I
24_2112212221	3	I
26_1122012001	3	I
15_0122012201	3	L
16_0122012000	3	L
29_0122012000	3	I
31_2112212211	3	I
32_2112212211	3	I
9_2112012221	4	L
10_2112012221	4	L
11_2112212221	4	L
12_2112212221	4	L
13_1122012001	4	L
14_1122012001	4	L
17_0122012000	4	L
18_0122012000	4	L
19_2112212211	4	L
20_2112212211	4	L
21_2112202201	4	L
22_2112212211	4	L
11_1111111111	0	I
8_1111111111	1	I
10_2111111111	1	I
3_1111111011	2	L
4_1111111111	2	L
9_2111111211	2	I
7_2111111121	2	L
5_2111111211	3	L
6_2111111211	3	L
14_1111111111	0	I
12_1111111111	1	I
13_1111111111	1	I
1_1111111111	2	L
2_1111111111	2	L
10_1111111111	2	L
11_1111111001	2	L
18_1111111111	0	I
14_1111111111	1	I
17_2111111111	1	I
1_0111111111	2	L
13_1111111101	2	I
15_2112111111	2	I
16_2110011000	2	I
11_1111111101	3	I
12_1111111101	3	I
7_2112211201	3	L
8_2112111121	3	L
9_2110011000	3	L
10_2110011000	3	L
3_1110111101	4	L
4_1111211101	4	L
5_1111111101	4	L
6_1111111101	4	L
57_1111111111	0	I
41_0111111121	1	I
56_2111111111	1	I
37_0000010121	2	I
40_0112211221	2	I
48_2112011221	2	I
55_2111111111	2	I
35_0000000221	3	I
36_0000010021	3	I
38_0112211221	3	I
39_0112212221	3	I
44_2112011221	3	I
47_2112011221	3	I
51_2112111101	3	I
54_2000212011	3	I
33_0000000221	4	I
34_0000000221	4	I
5_0000010021	4	L
6_0000010021	4	L
13_0112211221	4	L
14_0112211221	4	L
15_0112212221	4	L
16_0112212221	4	L
42_2112011221	4	I
43_2112011221	4	I
45_2112011221	4	I
46_2112011221	4	I
49_2112110101	4	I
50_2112211201	4	I
52_2000212000	4	I
53_2000212021	4	I
1_0000000221	5	L
2_0000000221	5	L
3_0000000221	5	L
4_0000000221	5	L
17_2112011221	5	L
18_2112011221	5	L
19_2112011221	5	L
20_2112011221	5	L
21_2112011221	5	L
22_2112011221	5	L
23_2112011221	5	L
24_2112011221	5	L
25_2112210000	5	L
26_2112000201	5	L
27_2112211201	5	L
28_2112211201	5	L
29_2000212000	5	L
30_2000212000	5	L
31_2000212021	5	L
32_2000212021	5	L
15_0112000000	0	I
11_0222000000	1	I
14_0112000000	1	I
9_0222000000	2	I
10_0222000000	2	I
12_0112000000	2	I
13_0122000000	2	I
1_0222000000	3	L
2_0222000000	3	L
3_0222000000	3	L
4_0222000000	3	L
5_0112000000	3	L
6_0112000000	3	L
7_0122000000	3	L
8_0122000000	3	L
56_1111111111	0	I
33_0112210221	1	I
55_1101111101	1	I
31_0122210221	2	I
32_0212210221	2	I
45_2102111101	2	I
